,F,I,M,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,age
1131,0,0,1,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,9.5
1449,0,0,1,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,7.5
4106,1,0,0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,12.5
15,0,0,1,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,13.5
3729,0,0,1,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,10.5
2968,1,0,0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,13.5
3775,0,0,1,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,9.5
3698,1,0,0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,11.5
363,1,0,0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,17.5
182,1,0,0,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,11.5
1194,1,0,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,10.5
2630,0,1,0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,7.5
1121,0,0,1,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,10.5
2235,0,0,1,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,14.5
1182,1,0,0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,12.5
3103,0,0,1,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,12.5
614,0,1,0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,16.5
1466,0,0,1,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,9.5
401,0,0,1,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,10.5
934,0,1,0,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,9.5
2419,1,0,0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,11.5
3620,1,0,0,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,10.5
2788,1,0,0,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,11.5
726,0,0,1,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,11.5
826,0,1,0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,7.5
1521,1,0,0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,13.5
136,1,0,0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,8.5
628,0,1,0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,22.5
334,1,0,0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,17.5
390,0,1,0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,11.5
3939,0,0,1,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,15.5
1817,1,0,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,10.5
3824,0,0,1,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,8.5
710,0,1,0,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,8.5
1039,1,0,0,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,7.5
2771,1,0,0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,10.5
3676,1,0,0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,11.5
1561,0,1,0,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,9.5
3903,0,0,1,0.635,0.48,0.235,1.064,0.413,0.228,0.36,17.5
3567,0,1,0,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,11.5
1112,1,0,0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,8.5
2513,1,0,0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,9.5
1223,0,1,0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,7.5
2822,0,1,0,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,8.5
2421,0,1,0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,16.5
1508,0,0,1,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,12.5
1750,1,0,0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,13.5
3808,0,0,1,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,11.5
338,0,0,1,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,14.5
215,0,0,1,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,11.5
1341,0,0,1,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,11.5
4097,0,0,1,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,10.5
3975,0,1,0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,7.5
3079,1,0,0,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,12.5
2639,0,1,0,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,7.5
2857,0,0,1,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,12.5
2322,0,0,1,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,13.5
2571,0,0,1,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,10.5
101,0,0,1,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,16.5
3030,0,1,0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,12.5
171,1,0,0,0.53,0.395,0.145,0.775,0.308,0.169,0.255,8.5
107,1,0,0,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,11.5
3239,1,0,0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,16.5
4169,0,0,1,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,11.5
3105,0,1,0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,6.5
2825,0,1,0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,9.5
2691,1,0,0,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,10.5
3316,0,0,1,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,17.5
2989,0,0,1,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,10.5
3178,0,0,1,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,9.5
3299,0,0,1,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,17.5
3649,0,1,0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,10.5
1040,0,0,1,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,12.5
3724,1,0,0,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,8.5
2120,0,0,1,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,8.5
1524,1,0,0,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,12.5
3629,0,1,0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,7.5
2248,0,0,1,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,7.5
481,0,0,1,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,18.5
3007,0,0,1,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,15.5
3128,1,0,0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,11.5
1762,0,0,1,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,13.5
3459,0,0,1,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,9.5
3600,0,1,0,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,5.5
2922,0,0,1,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,12.5
2886,0,0,1,0.505,0.365,0.115,0.521,0.25,0.096,0.15,9.5
405,1,0,0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,13.5
757,1,0,0,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,16.5
3137,0,0,1,0.465,0.36,0.105,0.488,0.188,0.0845,0.19,11.5
97,0,0,1,0.47,0.375,0.13,0.523,0.214,0.132,0.145,9.5
1333,0,0,1,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,10.5
3372,0,1,0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,17.5
3921,0,0,1,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,11.5
3331,1,0,0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,12.5
2058,0,0,1,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,9.5
2971,0,0,1,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,12.5
148,0,1,0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,6.5
28,0,0,1,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,16.5
4143,1,0,0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,14.5
3358,0,0,1,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,6.5
692,1,0,0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,12.5
1386,0,0,1,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,13.5
1845,0,1,0,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,9.5
2893,1,0,0,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,9.5
1599,0,1,0,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,12.5
701,1,0,0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,15.5
1708,0,0,1,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,15.5
454,1,0,0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,15.5
2040,0,1,0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,9.5
2954,0,0,1,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,13.5
2315,0,0,1,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,18.5
609,0,0,1,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,13.5
167,1,0,0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,21.5
730,0,0,1,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,12.5
3043,0,0,1,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,11.5
3806,0,1,0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,9.5
3733,0,0,1,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,11.5
1622,0,1,0,0.565,0.42,0.155,0.743,0.31,0.186,0.231,10.5
587,1,0,0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,14.5
1401,0,0,1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,12.5
1700,0,0,1,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,13.5
3111,0,1,0,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,9.5
3341,1,0,0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,13.5
1379,1,0,0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,11.5
2089,1,0,0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,11.5
2175,0,0,1,0.575,0.45,0.185,0.925,0.342,0.197,0.35,13.5
3046,0,0,1,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,12.5
2721,0,1,0,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,9.5
2657,1,0,0,0.545,0.4,0.14,0.778,0.368,0.215,0.18,10.5
3439,0,1,0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,9.5
441,0,1,0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,9.5
2051,1,0,0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,9.5
2541,1,0,0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,10.5
1301,0,1,0,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,10.5
3598,0,0,1,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,13.5
1304,0,0,1,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,10.5
236,0,1,0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,2.5
2599,0,0,1,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,9.5
520,0,0,1,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,4.5
2573,0,1,0,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,9.5
735,0,0,1,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,11.5
3759,0,0,1,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,10.5
2106,0,0,1,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,15.5
2679,1,0,0,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,10.5
592,0,1,0,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,19.5
1303,1,0,0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,10.5
1387,0,1,0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,11.5
2748,0,1,0,0.505,0.385,0.125,0.596,0.245,0.097,0.21,10.5
3483,0,1,0,0.47,0.355,0.115,0.4155,0.167,0.084,0.139,8.5
3949,1,0,0,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,14.5
904,0,1,0,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,9.5
3603,0,1,0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,8.5
1279,0,1,0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,8.5
3389,0,0,1,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,17.5
4081,0,0,1,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,12.5
2308,0,0,1,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,12.5
3370,0,0,1,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,13.5
3481,0,1,0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,7.5
3362,0,0,1,0.41,0.3,0.1,0.301,0.124,0.069,0.09,10.5
706,0,0,1,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,12.5
3742,1,0,0,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,14.5
745,1,0,0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,18.5
1939,1,0,0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,12.5
3554,0,1,0,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,9.5
513,0,0,1,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,7.5
81,0,0,1,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,13.5
1308,1,0,0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,10.5
3523,0,1,0,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,5.5
914,0,1,0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,8.5
3933,0,1,0,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,7.5
3892,1,0,0,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,14.5
774,0,0,1,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,11.5
329,0,1,0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,9.5
2054,0,0,1,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,8.5
2001,0,1,0,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,7.5
943,0,1,0,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,8.5
822,0,1,0,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,8.5
909,0,1,0,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,8.5
2516,0,1,0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,11.5
181,0,0,1,0.64,0.51,0.175,1.368,0.515,0.266,0.57,22.5
164,1,0,0,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,17.5
1523,0,0,1,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,13.5
451,1,0,0,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,17.5
2538,0,0,1,0.66,0.535,0.2,1.791,0.733,0.318,0.54,16.5
1311,0,1,0,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,12.5
1111,0,1,0,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,9.5
3520,1,0,0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,12.5
1287,0,1,0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,9.5
2929,0,1,0,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,12.5
327,0,0,1,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,13.5
1790,1,0,0,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,11.5
2490,0,0,1,0.44,0.325,0.115,0.39,0.163,0.087,0.113,8.5
3978,0,0,1,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,9.5
2007,0,1,0,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,9.5
1858,1,0,0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,11.5
312,0,0,1,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,20.5
832,0,1,0,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,10.5
1201,0,0,1,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,9.5
3517,1,0,0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,12.5
4077,0,1,0,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,10.5
2134,1,0,0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,9.5
2209,1,0,0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,28.5
3270,1,0,0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,14.5
1481,1,0,0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,10.5
777,0,0,1,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,14.5
799,1,0,0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,12.5
54,0,0,1,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,8.5
1920,1,0,0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,10.5
3663,0,1,0,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,10.5
3245,1,0,0,0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,14.5
1701,1,0,0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,11.5
2161,1,0,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,18.5
3977,0,1,0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,8.5
987,0,0,1,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,9.5
3338,1,0,0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,17.5
3034,0,0,1,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,11.5
1394,0,0,1,0.64,0.565,0.23,1.521,0.644,0.372,0.406,16.5
2637,0,1,0,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,8.5
768,1,0,0,0.55,0.43,0.155,0.785,0.289,0.227,0.233,12.5
3758,0,1,0,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,10.5
285,1,0,0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,11.5
3735,0,0,1,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,10.5
428,1,0,0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,22.5
2332,1,0,0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,10.5
2717,0,1,0,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,7.5
2079,1,0,0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,10.5
722,0,0,1,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,16.5
951,0,0,1,0.48,0.36,0.1,0.439,0.194,0.099,0.115,9.5
3224,0,0,1,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,17.5
2262,1,0,0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,18.5
989,0,0,1,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,10.5
3955,0,1,0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,10.5
2858,0,0,1,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,12.5
326,0,1,0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,8.5
2608,1,0,0,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,9.5
1383,1,0,0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,13.5
1724,1,0,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,12.5
1086,0,1,0,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,9.5
3405,0,1,0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,8.5
341,1,0,0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,15.5
147,0,1,0,0.28,0.205,0.08,0.127,0.052,0.039,0.042,10.5
3954,0,0,1,0.485,0.385,0.105,0.556,0.296,0.104,0.133,8.5
1107,0,1,0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,9.5
848,1,0,0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,9.5
966,0,1,0,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,8.5
3477,0,1,0,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,7.5
2203,0,0,1,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,19.5
3127,1,0,0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,10.5
661,0,1,0,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,12.5
1002,1,0,0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,10.5
3300,1,0,0,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,17.5
3563,0,1,0,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285,9.5
3303,1,0,0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,13.5
4053,1,0,0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,11.5
1879,0,1,0,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,10.5
3996,0,1,0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,7.5
1203,1,0,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,13.5
1990,0,1,0,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,8.5
24,1,0,0,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,11.5
3986,1,0,0,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,11.5
2854,1,0,0,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,12.5
2927,1,0,0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,13.5
3244,1,0,0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,20.5
875,0,0,1,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,15.5
3819,0,0,1,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,9.5
938,0,1,0,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,7.5
2687,0,0,1,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,11.5
2394,0,1,0,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,15.5
3578,1,0,0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,11.5
4160,1,0,0,0.585,0.475,0.165,1.053,0.458,0.217,0.3,12.5
385,1,0,0,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,10.5
3235,0,0,1,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,15.5
3548,1,0,0,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,8.5
3098,1,0,0,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,9.5
2291,0,0,1,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,11.5
2942,0,0,1,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,10.5
936,0,1,0,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,8.5
3656,0,1,0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,12.5
2360,1,0,0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,12.5
201,0,0,1,0.5,0.4,0.165,0.825,0.254,0.205,0.285,14.5
1332,0,1,0,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,11.5
2708,0,0,1,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,12.5
1934,0,0,1,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,10.5
935,0,1,0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,8.5
2418,1,0,0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,19.5
566,0,1,0,0.485,0.355,0.13,0.581,0.245,0.132,0.168,13.5
1854,0,1,0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,9.5
3418,1,0,0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,9.5
2467,0,0,1,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,17.5
1645,0,0,1,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,11.5
2991,0,0,1,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,9.5
1792,0,0,1,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,10.5
1430,0,1,0,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,5.5
2826,0,0,1,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,10.5
3268,0,0,1,0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,12.5
1013,1,0,0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,11.5
1928,1,0,0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,13.5
3173,0,0,1,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,7.5
126,0,1,0,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,7.5
2949,0,0,1,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,12.5
1347,0,1,0,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,10.5
355,0,0,1,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,21.5
2730,0,1,0,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,7.5
827,0,1,0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,7.5
1639,0,1,0,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,11.5
984,0,0,1,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,11.5
2188,0,0,1,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,13.5
3611,1,0,0,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,11.5
2443,1,0,0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,12.5
362,1,0,0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,21.5
2349,1,0,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,10.5
345,0,0,1,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,14.5
3991,0,0,1,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,10.5
3601,0,1,0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,9.5
711,0,0,1,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,12.5
2915,0,1,0,0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,11.5
2905,0,0,1,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,9.5
10,1,0,0,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,15.5
3406,0,1,0,0.35,0.28,0.075,0.196,0.082,0.04,0.064,9.5
2116,0,1,0,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,7.5
1834,0,1,0,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,8.5
793,0,0,1,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,13.5
3913,0,1,0,0.54,0.4,0.145,0.757,0.315,0.181,0.215,12.5
2802,0,0,1,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,10.5
2674,0,0,1,0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,10.5
94,0,0,1,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,16.5
129,0,0,1,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,19.5
2891,0,1,0,0.53,0.38,0.125,0.616,0.292,0.113,0.185,9.5
